"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-02-15","0.02","74","85",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-02-16","0.52","71","79","68"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-02-17","0.09","73","80","68"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-02-18","0.00","76","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-02-19",,"78","87","69"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-02-20","0.02","71","87","68"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-02-21","0.01","71","79",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-02-22","0.00","71","80",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-02-23",,"72","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-02-24","0.02","72","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-02-25","0.00","74","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-02-26",,"77","89","66"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-02-27",,"78","89","70"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-02-28",,"74","87",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-01","0.44","68","84",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-02","0.13","70","78",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-03","0.00","73","80","64"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-04",,"71","80",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-05",,"74","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-06",,"76","83","67"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-07",,"77","85",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-08","0.04","77","87",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-09","0.01","70","87",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-10","1.02","68","76",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-11","0.00","70","77","64"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-12",,"70","79",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-13",,"71","80",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-14","0.01","71","80",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-15","0.00","71","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-16",,"72","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-17",,"73","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-18",,"72","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-19",,"70","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-20","0.09","69","80","63"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-21","0.02","72",,"63"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-22","0.00","73","83","64"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-23",,"73","83","62"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-24",,"74","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-25","0.10","72","81","69"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-26","0.00","71",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-27","0.01","71","76","68"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-28","0.02","73","82","67"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-29","0.00","73","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-30",,"73","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-03-31",,"73","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-01",,"74","82","65"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-02",,"73","82","65"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-03","0.24","64","82","61"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-04","0.28","65",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-05","0.00","65","76",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-06",,"65","76",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-07",,"67","78",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-08",,"69",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-09",,"73","80",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-10","0.09","60","80","55"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-11","0.06","63","70","56"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-12","0.00","66","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-13",,"69","77",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-14",,"69","79",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-15",,"73","87",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-16",,"73","87",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-17",,"73","87",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-18",,"71","85","64"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-19","0.20","61","82","59"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-20","1.24","62","67","59"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-21","0.06","67","78","58"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-22","0.01","66","78",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-23","0.00","65","75",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-24",,"65","75",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-25",,"65","76",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-26",,"67","76",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-27",,"66","78",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-28",,"68","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-29",,"70","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-04-30",,"68","76",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-01",,"66","77",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-02",,"67","80",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-03",,"67","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-04",,"63","81","58"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-05","0.04","62","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-06","0.00","62","74",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-07",,"63",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-08",,"65","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-09",,"65","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-10",,"60","74",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-11","0.83","59","65","55"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-12","1.26","62","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-13","0.00","61","77",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-14",,"63","77",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-15",,"64","78",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-16",,"67","78","58"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-17",,"65","76",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-18","0.04","62","71",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-19","0.00","62","73","50"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-20",,"62","75",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-21",,"64","79",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-22",,"66","85",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-23",,"66","85",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-24",,"67","78",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-25",,"66","80",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-26",,"73","93",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-27",,"68","92",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-28","0.59","63","77",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-29","0.04","63","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-30","0.00","64","77",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-05-31",,"65","76",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-01",,"67",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-02",,"69","95",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-03",,"66","95",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-04",,"62","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-05",,"63","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-06",,"59","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-07",,"59","78",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-08",,"69","93",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-09",,"59",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-10","0.01","56","67",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-11","0.00","55","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-12",,"57","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-13",,"64","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-14",,"63","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-15",,"62","74",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-16",,"58","71",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-17",,"57","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-18",,"58","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-19",,"63",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-20",,"60","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-21",,"60","78",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-22",,"62","74",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-23","0.04","64","75",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-24","0.00","59","75",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-25",,"65","86",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-26",,"66","86",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-27",,"59","74",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-28","0.91","59","69",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-29","0.01","57","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-06-30","0.00","59","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-01",,"65","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-02",,"66","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-03",,"63","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-04","0.04","61","71",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-05","0.79","62","68",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-06","0.01","61","72","54"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-07","0.00","61","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-08",,"62","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-09",,"62","71",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-10",,"63","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-11",,"60","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-12",,"59","71",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-13",,"58","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-14",,"62","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-15",,"63","77",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-16",,"62","77",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-17",,"61","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-18","1.85","61","69",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-19","0.00","63",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-20",,"62",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-21",,"59","70",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-22",,"59",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-23",,"59",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-24",,"62","67",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-25",,"62","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-26",,"60","74",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-27",,"65","87",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-28",,"62","87",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-29",,"58",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-30",,"57","70",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-07-31",,"57",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-01",,"59",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-02",,"60","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-03",,"60","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-04",,"61","73","46"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-05",,"61","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-06",,"62","74",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-07",,"67","89","47"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-08",,"62","89",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-09","0.67","56","71",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-10","0.04","57","67",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-11","0.02","60","70",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-12","0.02","64","75",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-13","0.00","60","75",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-14",,"63","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-15",,"62","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-16",,"59","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-17",,"64","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-18",,"62","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-19",,"60","70",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-20",,"61","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-21",,"66","86",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-22",,"61","86",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-23",,"60","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-24",,"62","76",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-25",,"63","76",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-26",,"68","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-27",,"68","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-28",,"67","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-29",,"71","85",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-30",,"64","85",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-08-31","0.02","58","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-01","0.00","57","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-02",,"63","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-03",,"67","87",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-04","0.16","62","87",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-05","0.04","63","75",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-06","0.00","63","75",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-07",,"65","77",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-08",,"68",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-09","0.01","63",,"59"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-10","0.04","64","71","59"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-11","0.00","62","71",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-12",,"63","69",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-13",,"65","75",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-14",,"66","78",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-15",,"65","78",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-16",,"65","76",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-17",,"67","80",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-18",,"69","80",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-19",,"76","85","68"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-20",,"69","85",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-21","0.24","58","75","55"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-22","0.00","62","70",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-23",,"65","78",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-24",,"67","78",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-25","0.01","65","75",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-26","0.00","64","75",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-27",,"71","91","58"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-28","0.31","60",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-29","0.55","61","68",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-09-30","0.02","62","70",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-01","0.00","63","74","53"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-02",,"66","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-03",,"64","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-04",,"66","77",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-05",,"68","77",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-06",,"68","77",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-07","0.02","62","73","59"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-08","0.00","64","72","59"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-09",,"66","77",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-10",,"68","77",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-11",,"76","89",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-12",,"68","89",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-13","0.12","60","78",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-14","0.00","62","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-15",,"67","76",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-16",,"67","76",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-17","0.08","61","76",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-18","0.51","60","64",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-19","2.28","59","63","57"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-20","0.03","65","73","59"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-21","0.87","65","74",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-22","0.04","63","74","59"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-23","0.00","66","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-24",,"68","77",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-25",,"68","78",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-26","0.03","69","78",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-27","0.55","66","77",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-28","0.59","67","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-29","0.94","68","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-30","0.08","73","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-10-31","0.00","68","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-11-01","0.28","68","77",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-11-02","0.08","66","77",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-11-03","0.02","67","75",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-11-04","0.00","69","78",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-11-05",,"74","90",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-11-06",,"74","90","69"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-11-07",,"70","80","64"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-11-08","0.24","71","80","64"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-11-09","0.31","69","76","65"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-11-10","0.20","69","76",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-11-11","1.34","66","74","64"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-11-12","0.59","72","80","63"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-11-13","0.01","75","82","71"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-11-14","0.00","77","85","71"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-11-15","0.12","71","85","67"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-11-16","0.31","73","78","67"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-11-17","0.04","73","84","66"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-11-18","0.00","70","84",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-11-19","0.20","68","79","63"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-11-20","0.00","75","96","66"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-11-21","0.02","65",,"61"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-11-22","0.67","68","74","61"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-11-23","0.00","71","78",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2013-11-24",,"69","78",
